"","uterus","kidney","testis","pancreas","stomach","prostate","ovary","thyroid.gland","adrenal.gland","salivary.gland","spleen","esophagus"
"ENSG00000003056",1.10527418582926e-06,8.74382262416026e-06,5.05342049063189e-06,NA,1.60568447759961e-05,3.27608649913818e-06,2.38496495587465e-05,4.0988311965594e-07,NA,7.56010158238041e-06,1.73238983982025e-05,6.90419625649596e-06
"ENSG00000003400",NA,NA,NA,NA,2.31922503293065e-06,NA,NA,NA,NA,NA,9.32822882597982e-07,NA
"ENSG00000003509",NA,NA,NA,NA,1.08134596990642e-06,5.81682006864057e-07,NA,NA,NA,5.41409528702199e-06,NA,NA
"ENSG00000004059",1.21449345304078e-05,9.85986155643064e-05,6.81591359085918e-05,3.9599967637064e-05,0.000193398864104799,6.6426482234788e-05,0.000172912253170866,1.24023597045976e-05,4.03058689965014e-05,0.000182119418519499,9.07772397332762e-05,0.000228330948631825
"ENSG00000004455",8.81609487048865e-05,0.00126429723458273,0.000152450748500691,0.000344546699457222,0.000383508215653362,0.00010299970622134,0.000272422238990032,5.48762531652104e-05,0.000405853306005912,0.000632440432508154,0.000249939915120222,0.000247458558079844
"ENSG00000004468",NA,NA,NA,NA,3.8650930519385e-05,NA,4.5898877543418e-06,NA,NA,2.60632534314783e-06,4.52920999459567e-06,NA
"ENSG00000004478",1.90005861180212e-05,0.000103999023139601,3.93476385248499e-05,3.3578586775328e-05,0.000456168443855777,7.61312257143542e-05,0.000513437863991916,5.41428809603105e-05,6.40189569530259e-05,0.000230875186888242,6.66083029777361e-05,0.000484423207580325
"ENSG00000004487",3.20599481764474e-07,6.04966647272606e-07,1.7700628735471e-05,1.81988326334097e-06,6.68314581804484e-06,9.32327486278938e-07,2.71025413068667e-05,3.07532873371417e-07,6.59638002659181e-06,3.64800604236944e-06,7.8546107024364e-06,6.77237653039137e-06
"ENSG00000004700",1.07193131642224e-05,4.32958950319104e-06,7.33579676681784e-05,1.10735542849828e-05,4.73618856596177e-05,1.72840479708722e-05,2.4692999351359e-05,1.1234675451729e-05,2.19723715866446e-05,2.80226589985946e-05,9.07114982307085e-05,3.64851432715739e-05
"ENSG00000004766",NA,5.70896211482705e-07,8.88410056560871e-07,NA,4.2955759579895e-06,NA,NA,NA,4.09142418487424e-07,5.87149508943599e-06,8.06153995876385e-07,2.07087245248601e-07
"ENSG00000004776",0.000111868852678301,0.000152105317162887,0.000135804665448049,0.000308913433806517,0.000704520322131396,0.00121069030313146,0.00143677674800504,0.000779357532099061,0.00120247925299468,0.000145802237240688,2.13177282650534e-05,0.000393203519974478
"ENSG00000004779",NA,5.9871474227666e-05,1.64817340095636e-05,6.66532015965502e-06,NA,4.05180095065211e-05,8.08663231592153e-05,NA,7.19874306242922e-06,4.19019494894434e-05,3.74890654325537e-06,3.49663052847793e-06
"ENSG00000004799",NA,NA,NA,NA,9.49412988906441e-07,NA,NA,NA,2.40069603398051e-06,NA,NA,2.69586904492582e-06
"ENSG00000004864",NA,0.000132935939130197,1.50416667292152e-05,NA,2.68157228261675e-05,NA,NA,NA,2.12954034317748e-05,5.0641815538755e-06,NA,1.96365456707043e-06
"ENSG00000004939",0.000268147181224798,1.86355761398056e-05,8.86862112773262e-06,0.00019912864337975,1.05196538364285e-05,8.89015002636986e-06,1.47916738754926e-05,0.000439982148387863,1.52219696606049e-05,2.87991836303349e-05,0.000159111489373445,8.2011236898194e-05
"ENSG00000004961",NA,2.17702093805849e-06,NA,NA,2.23838357831549e-06,NA,NA,NA,2.9680640181339e-07,4.5697990074172e-06,NA,4.27677894161616e-06
"ENSG00000004975",NA,NA,NA,NA,NA,NA,NA,5.53495790132082e-07,NA,NA,NA,5.79593641037256e-07
"ENSG00000005007",1.23632472586611e-06,2.59917872781e-05,0.000122137240903329,3.20194286378181e-05,9.87920132803914e-05,1.33104540651882e-05,3.80660974438597e-05,9.06946556061329e-06,1.19036471785255e-05,4.7865769377316e-05,0.000100891866370241,2.71143384653715e-05
"ENSG00000005020",NA,NA,NA,4.08921253120364e-06,NA,NA,NA,NA,NA,NA,3.84577802923384e-05,NA
"ENSG00000005022",1.12091186692702e-05,0.00133019558790748,0.000154268173640146,7.52073094462612e-05,0.000325262444796986,8.49273480553049e-05,0.000135055022001078,7.6579181998319e-06,6.49914578629194e-05,0.000219637440952688,3.37629397686673e-05,0.000112595568233011
"ENSG00000005108",NA,2.96696661799513e-07,NA,NA,NA,4.77301643740022e-07,NA,9.27622796578017e-08,NA,NA,NA,NA
"ENSG00000005156",NA,NA,3.96285162487492e-06,NA,5.48950684563135e-07,NA,9.695841402321e-06,5.27466941718726e-07,NA,2.40122998552509e-06,2.61056809506956e-07,NA
"ENSG00000005175",NA,NA,3.39708730998062e-06,NA,2.99701451289258e-06,NA,1.35985094372946e-06,NA,4.16733832453588e-07,1.17461638330964e-06,1.37583810679576e-06,NA
"ENSG00000005187",NA,0.000104950796280262,NA,NA,1.1467496810183e-06,NA,NA,NA,NA,NA,NA,NA
"ENSG00000005194",1.77782643680859e-06,1.87228842766697e-06,2.25347183803674e-05,3.4506206262088e-06,9.44915641350646e-06,8.81891380739786e-07,NA,NA,1.45473343299975e-05,1.4639075748274e-05,4.84905204015026e-06,1.35057976613337e-05
"ENSG00000005243",NA,NA,1.91111278564039e-06,NA,NA,NA,NA,NA,2.44993774661955e-06,NA,NA,8.25063682800156e-06
"ENSG00000005249",4.6577304109769e-06,6.52171570360438e-06,1.85723295395557e-05,3.88739952264872e-06,3.78570889061403e-05,9.19857405330372e-05,0.000421008440708053,3.81040257507143e-06,3.63674345572196e-05,9.99097989419621e-06,4.05016290790336e-05,4.02026688837337e-06
"ENSG00000005381",5.33662576947652e-06,NA,NA,4.98831057425255e-05,5.84260339868169e-05,3.50556081726242e-06,6.0398534347039e-07,5.23447038445848e-05,8.70091722352346e-06,NA,3.95898355714741e-05,3.82876061614025e-05
"ENSG00000005421",5.01117335669657e-05,2.68845481088639e-05,3.36795572772433e-05,0.000159501756113685,1.67581900759992e-05,0.000192351875858334,0.000144318851478635,7.10024081993345e-05,0.000124659115472516,5.91670449045622e-05,1.8329898115665e-05,9.14749864863315e-05
"ENSG00000005436",NA,NA,4.32830897317996e-06,NA,NA,NA,2.78703560527347e-08,NA,NA,NA,NA,NA
"ENSG00000005448",NA,NA,6.22201064799234e-06,NA,NA,2.38685421583677e-06,1.38398696894228e-06,NA,NA,NA,NA,NA
"ENSG00000005844",NA,2.78083603796046e-06,NA,2.64405693096286e-07,NA,NA,1.18365349829605e-06,NA,NA,NA,1.36862912586102e-05,8.67439315376273e-07
"ENSG00000005882",5.76017699037503e-07,3.40430776973548e-05,NA,NA,NA,1.96477006204545e-05,7.4246825384539e-06,NA,1.11943811545126e-05,2.16258943011884e-05,NA,NA
"ENSG00000005884",1.27859649036707e-05,1.89300844751861e-05,0.000192731476717121,1.63283356769568e-06,1.61900991712457e-05,9.09469524858928e-05,1.56088261679178e-05,1.78424298112568e-05,4.24160979215676e-06,1.28185086267641e-06,1.20208833831398e-06,1.3604657756806e-05
"ENSG00000005893",6.63765995671305e-05,6.84559464102184e-05,0.000427318622758948,7.91167245366801e-05,0.000351224555060744,2.77172312344649e-05,6.71705046264209e-05,7.43384630840947e-05,0.000213472664573183,0.000186242058424877,0.000377481346903877,2.61946847420638e-05
"ENSG00000005961",2.30589141284931e-06,NA,2.43015173424058e-07,2.81220690333262e-06,3.34820054688381e-07,NA,NA,8.04714705918272e-06,1.31844577243241e-05,NA,0.000146293029647065,2.65420750595315e-06
"ENSG00000006125",1.90231202411693e-05,8.53482514407287e-05,0.000425126770867315,4.28898893677127e-05,0.000131802664205831,7.26404908233069e-05,0.000151103004206357,5.39912340461019e-05,0.000160097339917658,8.27720047496604e-05,0.00017920713467606,3.19638405099717e-05
"ENSG00000006282",2.41512638738724e-06,NA,3.83862749759366e-06,NA,1.4600560761958e-05,5.31209878898447e-06,1.69590517336998e-05,1.71698117666969e-06,9.74522864277188e-06,9.25425848895159e-07,1.70775411310076e-06,2.27357777904614e-06
"ENSG00000006451",6.83267939331886e-06,4.64157251715749e-05,2.03669927125251e-05,2.78467734762287e-05,7.63069578913383e-05,4.42176640753721e-05,6.79859334798517e-05,2.16771052367078e-05,6.87893530473479e-05,9.63693986561116e-05,1.72634713350509e-05,0.00016435830583039
"ENSG00000006453",NA,NA,NA,NA,1.05551722996029e-05,NA,NA,NA,NA,1.25646329473755e-06,NA,1.4810763870714e-07
"ENSG00000006459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000006530",NA,1.74133114191583e-05,1.83594262943624e-06,NA,2.42998554967769e-05,1.83682068301842e-05,6.30863027802096e-06,NA,1.87545701205818e-06,1.59185883441835e-06,NA,1.6842097260166e-06
"ENSG00000006534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75350430613582e-05,NA
"ENSG00000006607",NA,NA,8.62018959636821e-07,NA,1.74650787817334e-06,NA,NA,NA,1.65871288002718e-07,NA,NA,NA
"ENSG00000006625",1.49569298582287e-05,7.56452976351647e-05,0.000159076760769207,5.15357011433753e-05,5.75761071620985e-05,3.70816289576995e-05,0.000111797510547467,8.19490893717091e-06,4.90023013764044e-05,0.000109509193869584,1.79254349762277e-05,0.000204730166674459
"ENSG00000006712",NA,NA,7.76989131597348e-07,NA,NA,NA,1.51821308446478e-07,NA,NA,5.10802510413208e-07,2.19061336002886e-06,4.700931620393e-07
"ENSG00000006715",2.06827886463554e-07,NA,6.54537267364776e-06,1.26891427171175e-07,6.40395465331805e-06,1.01781185962333e-06,1.21027329062083e-06,7.03094115254835e-07,5.0016880643837e-06,1.48201323468411e-06,1.13721765401427e-05,7.63308722165321e-07
"ENSG00000006744",NA,9.06856376375843e-07,3.91918012451516e-06,2.86315847657021e-07,2.56191259029301e-06,NA,6.67996475429253e-06,NA,5.88615879247973e-06,NA,9.37267970451338e-07,NA
"ENSG00000006747",NA,6.12823416922863e-06,2.62171379346244e-06,4.00370617625732e-07,8.82127330885637e-05,NA,3.28290171636926e-06,NA,NA,7.01995772878375e-07,NA,1.21069037839983e-05
"ENSG00000006756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000007062",NA,NA,NA,NA,2.0567558630837e-06,2.49359963672799e-06,NA,NA,NA,8.50058031483677e-07,NA,NA
"ENSG00000007080",1.60455691684805e-06,NA,1.89420054399148e-06,1.28566450221426e-06,NA,5.05719007568365e-06,4.40233660627595e-05,NA,4.52148470421842e-06,1.87767103548781e-06,NA,4.21996277505786e-06
"ENSG00000007168",4.75142576113382e-05,2.05971668942622e-05,5.58557504305017e-05,4.22668024488361e-05,9.92576482327639e-05,0.000104699123993974,0.000136031251930242,3.71115572242197e-05,4.69226690893132e-05,9.5340238497991e-05,9.02388743013359e-05,5.58588381189693e-05
"ENSG00000007202",NA,5.85814114115782e-07,6.52885827091059e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000007237",NA,NA,4.62965606840217e-05,NA,NA,NA,NA,NA,NA,NA,NA,6.2398781927374e-07
"ENSG00000007392",6.39579473261634e-07,NA,1.05247722566079e-05,7.66802432667556e-06,1.22883837968997e-05,NA,2.83008500319991e-05,7.33419856824416e-06,3.0049202264718e-06,NA,4.62056199888502e-06,3.48150069333001e-06
"ENSG00000007402",NA,NA,2.86252654698125e-05,6.52576550623285e-05,NA,2.37998215090047e-07,4.38137091571022e-06,NA,NA,NA,NA,6.12641354225903e-07
"ENSG00000007923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000007933",NA,5.74363824940761e-06,NA,NA,2.81272745921856e-05,NA,NA,NA,2.13866275883169e-07,NA,NA,9.68861692900504e-06
"ENSG00000008018",5.06315978239943e-05,0.000142548122633079,0.000195185349203314,5.92009528735704e-05,6.95590532015016e-05,2.55427950085027e-05,0.000137531407628473,1.59197760482939e-05,9.17885981279027e-05,0.000156233482697482,0.000151477400292241,8.89446183593262e-05
"ENSG00000008256",NA,NA,NA,NA,NA,6.17095703969078e-07,NA,NA,6.58879233945332e-07,NA,NA,NA
"ENSG00000008282",0.00010438817236604,5.0861260483703e-05,2.35544803261352e-05,4.63183924358344e-05,0.000128672324892356,0.000122982592831892,0.000108133141908067,7.33605025888079e-05,3.66944826477919e-05,0.000378811185215672,2.21106210831689e-05,6.91738919184926e-05
"ENSG00000008283",NA,NA,NA,NA,5.57342821697265e-06,3.6286407463919e-06,NA,NA,2.26387894824957e-06,2.36391096974035e-05,NA,3.88592387011464e-06
"ENSG00000008294",NA,1.40845684895974e-06,1.15916132866753e-06,5.66862762623992e-07,7.78695933979237e-07,4.23028898034761e-07,9.60758304365364e-07,1.78005411749037e-07,8.06968698119307e-07,1.87550062839887e-06,5.99835154723852e-07,1.20295471578966e-06
"ENSG00000008311",3.09247840783388e-07,5.10453458902136e-05,3.11973510588228e-05,4.10244604536959e-07,3.30409034583663e-06,2.52486032502651e-06,1.826249718501e-05,1.72520708890133e-06,3.22590880562696e-06,1.83242007911472e-06,1.29896438275078e-06,1.28713506555634e-05
"ENSG00000008394",0.000145241742296963,0.000519833843988646,NA,1.4415944777295e-05,NA,0.000107771226894042,NA,NA,0.000561703966915598,NA,NA,6.43705460161108e-05
"ENSG00000008438",NA,NA,NA,2.7154684546596e-05,8.6973775089546e-06,1.27453089395061e-06,NA,2.72858868592257e-05,2.70279968725453e-06,NA,0.000125268409980053,NA
"ENSG00000008441",NA,NA,NA,NA,NA,1.62374879579643e-06,2.09469751744644e-05,NA,NA,1.18562423496419e-06,NA,NA
"ENSG00000008513",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48390662007573e-06,NA,NA
"ENSG00000008710",NA,6.48347019945872e-07,7.98557246432562e-07,1.94833495384845e-07,2.49092335715108e-06,6.79166284007321e-07,8.11051886877491e-07,NA,1.67907768934489e-07,NA,5.36432916380204e-07,NA
"ENSG00000008838",NA,NA,6.73907761131812e-07,NA,2.65944210291272e-07,NA,2.29842789576531e-07,NA,1.45480243737513e-07,3.81234930631835e-07,NA,NA
"ENSG00000008869",NA,8.29029909150767e-07,NA,NA,3.62831670233171e-06,NA,NA,NA,8.6071634639827e-08,2.68455584668338e-06,NA,1.15864842869835e-06
"ENSG00000008952",1.34782353336033e-06,2.94544324606994e-06,NA,NA,NA,1.09869120244107e-05,1.39837301949013e-05,NA,NA,1.5039160042614e-05,NA,NA
"ENSG00000008988",1.10430196766323e-05,0.000327899793374863,0.000134228440044513,4.19874249910777e-05,NA,1.09440194445485e-05,0.00015594751832812,2.74025880563704e-06,2.66160159427951e-05,0.000146351288370505,2.89980009666663e-06,1.13161826078955e-05
"ENSG00000009307",5.69627850672833e-07,5.7001432100814e-07,3.31709504061855e-05,7.24448173826338e-07,3.07241590740224e-05,1.30635985236041e-05,1.60376700757841e-05,3.3208399040969e-06,1.04574406627295e-05,1.8233500739734e-05,9.85468845281878e-07,6.47082963797e-06
"ENSG00000009335",NA,1.48938963100762e-06,1.11057662662259e-05,6.44670055519892e-07,1.61750276598583e-05,1.04786408163786e-05,1.14596692192321e-05,1.55922107057809e-06,3.19390972677144e-06,5.8314600671897e-06,3.0827300934289e-07,3.36881489793384e-06
"ENSG00000009765",5.61722184344093e-05,1.32888883009921e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000009844",NA,3.60768373977507e-06,3.65910603648603e-05,4.61206221358927e-06,5.33896164615891e-06,1.01436074268268e-05,5.57497439401137e-05,NA,8.76242099007662e-07,4.15447504879643e-05,2.38619991005827e-05,3.30586857366109e-05
"ENSG00000009954",NA,NA,NA,2.27392989861995e-05,NA,NA,NA,NA,3.08053556415772e-07,NA,NA,NA
"ENSG00000010165",2.93587719167705e-07,3.66864775501395e-07,1.24181847865946e-05,NA,3.48576329114931e-06,2.73229083274552e-07,2.06462565702871e-06,5.56513498733197e-07,8.13595204312882e-07,8.39854879926339e-07,9.03484280957291e-07,3.12339465669987e-06
"ENSG00000010244",NA,3.14958382191398e-06,1.63400143274526e-05,3.85735965691541e-06,1.76274746990153e-05,NA,4.28620584307025e-05,NA,7.88028304838105e-06,NA,NA,3.160366248132e-06
"ENSG00000010256",2.42825129489058e-05,0.00039086360564966,7.27334534910521e-05,2.45682891059053e-05,0.000126325912501328,0.000163032621917294,8.77106680836615e-05,1.52512676593663e-05,2.9061105963681e-05,0.000119722768218473,2.37181923616864e-05,3.27921059123191e-06
"ENSG00000010278",0.00018333065243314,8.66304172188182e-05,0.000282392241076286,3.46919582446185e-05,0.000117126890841901,0.00051220957889094,9.54006619228164e-05,0.00016992455059381,3.48128238814828e-05,0.000128111244487847,1.85959414019923e-05,0.00115927507389444
"ENSG00000010292",NA,NA,NA,NA,1.39829220301653e-07,NA,NA,NA,NA,NA,NA,1.16221525606827e-06
"ENSG00000010322",NA,2.87196372401918e-07,1.31369500615646e-06,NA,9.474398314269e-07,5.81598883321604e-06,3.32814174084731e-06,8.76943248803386e-07,1.93799528451138e-06,1.70725182249113e-06,NA,3.32302237090028e-06
"ENSG00000010327",NA,8.28345873311292e-07,4.68565832544287e-08,2.86868665434517e-07,6.25960736694424e-06,NA,2.12041225703867e-07,1.63346123749213e-07,2.04652628513389e-06,6.87229682388414e-07,7.7052917621794e-06,3.75944776522829e-07
"ENSG00000010671",NA,NA,NA,NA,2.45627369918697e-06,NA,NA,NA,NA,NA,2.28410340383269e-06,NA
"ENSG00000010704",NA,NA,NA,NA,7.34980765982686e-07,NA,NA,NA,NA,5.8573621163845e-07,6.81565721488627e-06,NA
"ENSG00000010932",NA,0.000306933324921661,NA,NA,NA,NA,NA,NA,5.4862904135568e-07,2.66791119247412e-07,NA,NA
"ENSG00000011009",2.31021926430614e-05,7.78193091527086e-05,9.9240694988282e-05,7.10673626781854e-05,8.39680734659998e-05,2.52966539041984e-05,9.30088545807016e-05,6.90601885917215e-06,5.31450797382918e-05,0.000105961813868538,8.06251821850718e-05,7.06412525216294e-05
"ENSG00000011028",9.95841881098059e-07,1.34789227405575e-06,2.46276507987755e-05,4.07443407272783e-06,3.79006992002517e-06,1.35283230044665e-05,2.03598415129165e-05,6.6347095140197e-06,1.01018729699346e-06,4.09469435724719e-06,4.83420931647902e-06,7.64402435302733e-06
"ENSG00000011052",1.84168442789815e-05,0.000262276017771778,0.000369778623110713,9.15623332260568e-05,0.000304762293350821,0.000196327911199685,0.000570805528770655,2.97674760582964e-05,9.29289001211622e-05,0.000706269137669911,3.29158288129274e-05,NA
"ENSG00000011105",NA,3.27012054379679e-06,NA,NA,NA,9.48568212711221e-07,7.62700248695182e-06,1.85159508375731e-06,NA,NA,NA,NA
"ENSG00000011198",NA,NA,NA,1.11726489181247e-06,2.81210819489523e-06,NA,NA,NA,3.21587689918075e-06,1.71583318489821e-06,NA,NA
"ENSG00000011295",2.14417965548167e-06,NA,5.29676319314148e-06,NA,3.69698542999377e-06,NA,NA,NA,7.64913109213131e-06,1.59373880813164e-06,NA,5.87126873485071e-07
"ENSG00000011304",0.000128029796738332,0.00020528926745414,0.00118619817083943,0.000556003345805228,0.000928556933060805,0.000287569918276885,0.00156650364589545,9.85513096499015e-05,0.000200140057858948,0.00114455773577006,0.000601530518421818,0.000559325384685606
"ENSG00000011376",9.77578967043634e-07,2.4207565576587e-05,1.27926933599442e-05,3.56670992273119e-07,1.79129411870708e-05,6.7942677868605e-06,1.02128684057947e-05,1.32855427744319e-06,1.84162566635489e-05,2.34852452628933e-05,1.42781517045084e-05,8.54371287940746e-07
"ENSG00000011405",NA,NA,NA,7.22687992580383e-08,1.93573436884786e-07,NA,NA,NA,5.19196504611681e-08,2.3220448028096e-08,5.40127861326849e-08,NA
"ENSG00000011454",2.45836480076798e-07,6.34151308634698e-07,1.88760485197391e-05,NA,5.79443515396718e-06,6.62805422830874e-06,6.68489445871929e-06,6.24705467554644e-07,1.50973222118948e-06,5.2490772829762e-06,8.14371390203863e-07,5.91335392373976e-06
"ENSG00000011465",0.000505600450221209,7.32006054214917e-05,0.00025555341036627,0.00090249956655833,0.00055301676961654,0.00163684479602975,0.00102042281695743,0.000975897934920501,4.67979644313256e-05,0.000446297597539312,NA,0.0011688415136437
"ENSG00000011478",NA,NA,1.31732207934763e-06,NA,3.18248955526316e-06,NA,NA,NA,NA,NA,NA,NA
"ENSG00000011485",7.83656950787341e-06,2.55213514407179e-05,1.16344794272498e-05,1.16499121115387e-05,4.26976641657605e-05,5.2949081150607e-05,9.42311236821216e-05,1.88421006776942e-05,2.92784664858084e-05,3.38531884646339e-05,7.28359464602973e-06,0.000109167673740163
"ENSG00000011638",NA,NA,NA,NA,NA,NA,NA,NA,2.15480796898654e-06,3.58762589472583e-06,NA,NA
"ENSG00000012223",1.6241613185255e-05,NA,6.84919746078101e-06,0.000439420794519475,0.000494017181976277,6.30861637650305e-05,2.85020176051233e-07,0.000443113624935642,5.01222602317769e-05,0.00087671106533456,0.00127255325748719,6.23479483560922e-05
"ENSG00000012660",NA,NA,1.2948361774608e-06,NA,NA,NA,NA,NA,4.95499518731279e-07,NA,NA,NA
"ENSG00000012822",NA,NA,1.43975989839316e-06,NA,NA,NA,NA,NA,NA,6.31968740485355e-07,NA,NA
"ENSG00000012983",NA,NA,NA,NA,NA,7.69201996854794e-07,2.22779357449793e-07,NA,NA,2.40711218323594e-07,NA,NA
"ENSG00000013016",NA,2.37053515891233e-06,NA,NA,NA,4.5589403620552e-06,NA,NA,3.36805404710838e-05,NA,2.28051153354607e-05,NA
"ENSG00000013275",1.65616322526068e-05,1.90597435112415e-05,0.000121763007088532,1.00229878522956e-05,8.29160406911993e-05,3.23533728715549e-05,4.9862354381275e-05,5.73521907740101e-06,3.01128909218085e-05,0.000104468677769981,9.20176947473493e-05,NA
"ENSG00000013288",5.20223365072332e-07,NA,NA,NA,NA,1.64214534292218e-07,NA,NA,NA,NA,9.88179486091197e-07,NA
"ENSG00000013364",2.54170015259086e-06,3.5411064550654e-05,0.000133319425643984,1.48846061977809e-06,2.02516882344592e-05,2.01653896884668e-06,7.75591260987676e-06,7.85528562523122e-07,1.73143978297206e-05,1.70791941712647e-06,2.39237572469397e-06,1.75282464965464e-05
"ENSG00000013374",NA,NA,3.38194058884561e-06,8.33369588415642e-07,4.06440159384695e-06,5.45085233453337e-07,9.88055370321826e-06,NA,1.2123960562489e-06,9.04646795202997e-07,8.18721708669244e-07,2.3983396644425e-06
"ENSG00000013375",NA,NA,8.2853518095719e-05,6.12801542781105e-05,0.000111022090843034,NA,1.90737167960082e-05,4.604833184614e-06,1.01293922954035e-05,0.000146592775975387,NA,5.63752554779805e-06
"ENSG00000013503",NA,NA,1.68402529283561e-07,NA,NA,NA,NA,NA,1.60592709674982e-07,3.17106372060963e-08,NA,NA
"ENSG00000013561",NA,NA,2.90137811596089e-06,NA,2.61586199386881e-06,1.32521660205339e-06,NA,4.21480385888806e-07,4.11451145728462e-06,5.12393187536843e-07,NA,NA
"ENSG00000013583",0.000127945942844898,0.000125461651781856,0.000272906240675595,5.33057293604018e-05,0.000165085574720278,0.00020366186995679,0.000714086447882742,6.06650414960112e-05,0.000374692280718146,0.000245155617992589,0.000202365341390939,0.000126783009037719
"ENSG00000013588",3.38414474346113e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000014123",1.03112369983152e-05,8.15468025454598e-06,0.000110095489060448,2.81183248491984e-05,9.52099944848652e-05,1.94398870387397e-05,3.45473669551194e-05,5.21778873730148e-06,2.45218895513036e-05,0.000124796867399856,2.44807566030414e-05,6.58770416485697e-06
"ENSG00000014216",0.000189187623585242,0.000171126389299005,0.000190352225181329,0.000256124999168894,0.00101033590015103,0.000328128944109094,0.000286198412853497,0.000399275613810847,0.00019137504595777,0.000521029547780033,0.000429540887377269,0.000900948191818766
"ENSG00000014641",0.000596447418167434,0.00186066836569684,0.00129877240020643,0.0016577885433999,0.00114683382327819,0.00130631131609789,0.00164120888712397,0.000985286812396592,0.00192808900918865,0.00145536242506672,0.00119030566079936,0.00124407187498265
"ENSG00000014824",NA,2.77909203169774e-06,2.52671486864768e-06,NA,4.03636236348142e-06,NA,NA,NA,1.15037728850517e-07,4.61993857100874e-07,NA,NA
"ENSG00000014919",NA,2.25966120766037e-06,2.15864806528689e-06,NA,1.21602070313547e-06,3.99678271967148e-07,NA,NA,6.37861927657101e-07,NA,NA,NA
"ENSG00000015133",NA,NA,5.79566528675732e-07,NA,9.04935809172915e-07,1.86928917932651e-06,NA,NA,NA,3.72510083337564e-06,6.81147456118478e-07,NA
"ENSG00000015285",NA,NA,NA,5.61583109209156e-06,3.74906815834397e-06,NA,NA,NA,NA,NA,5.98593874049302e-05,NA
